Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,property_Area,Loan_Status
1,0,0,0,0,2526.0,1783.0,145.0,360.0,1.0,0,1
0,0,0,0,0,5000.0,0.0,103.0,360.0,0.0,1,0
1,1,0,0,0,2785.0,2016.0,110.0,360.0,1.0,0,1
1,1,2,0,1,6633.0,0.0,127.0,360.0,0.0,0,0
1,1,1,1,0,2492.0,2375.0,127.0,360.0,1.0,0,1
1,1,1,0,0,3333.0,3250.0,158.0,360.0,1.0,2,1
1,1,0,1,0,2454.0,2333.0,181.0,360.0,0.0,2,0
1,1,1,0,0,5468.0,1032.0,26.0,360.0,1.0,1,1
0,0,0,0,0,2667.0,1625.0,84.0,360.0,1.0,2,1
1,1,0,0,0,3887.0,2669.0,162.0,360.0,1.0,1,1
0,1,0,0,0,4180.0,2306.0,182.0,360.0,1.0,1,1
1,1,2,1,0,3675.0,242.0,108.0,360.0,1.0,1,1
1,1,0,0,0,5923.0,2054.0,211.0,360.0,1.0,0,1
1,0,0,1,1,5800.0,0.0,132.0,360.0,1.0,1,1
1,1,0,1,0,4467.0,0.0,120.0,360.0,1.0,0,1
1,0,0,0,0,3333.0,0.0,70.0,360.0,1.0,2,1
1,1,3,0,0,3400.0,2500.0,123.0,360.0,0.0,0,0
1,1,0,0,0,3166.0,2064.0,104.0,360.0,0.0,2,0
1,1,1,0,0,3417.0,1750.0,186.0,360.0,1.0,2,1
1,1,1,0,0,5116.0,1451.0,165.0,360.0,0.0,2,0
1,1,3,0,0,6406.0,0.0,150.0,360.0,1.0,1,0
1,0,0,0,0,3229.0,2739.0,110.0,360.0,1.0,2,1
1,1,1,0,0,1782.0,2232.0,107.0,360.0,1.0,0,1
1,0,0,0,0,3182.0,2917.0,161.0,360.0,1.0,2,1
1,1,2,0,0,6540.0,0.0,205.0,360.0,1.0,1,1
0,1,0,0,0,3166.0,0.0,36.0,360.0,1.0,1,1
1,1,1,0,0,1880.0,0.0,61.0,360.0,1.0,0,0
1,1,1,0,0,2787.0,1917.0,146.0,360.0,0.0,0,0
1,1,0,0,0,2297.0,1522.0,104.0,360.0,1.0,2,1
0,0,0,1,0,2165.0,0.0,70.0,360.0,1.0,1,1
1,1,2,0,1,2726.0,0.0,106.0,360.0,0.0,1,0
1,0,0,1,0,3833.0,0.0,110.0,360.0,1.0,0,1
1,1,2,1,1,6383.0,1000.0,187.0,360.0,1.0,0,0
1,0,0,0,0,2987.0,0.0,88.0,360.0,0.0,1,0
1,1,0,0,1,9963.0,0.0,180.0,360.0,1.0,0,1
1,1,2,0,0,5780.0,0.0,192.0,360.0,1.0,2,1
1,1,0,1,0,2894.0,2792.0,155.0,360.0,1.0,0,1
1,1,3,0,0,5703.0,0.0,128.0,360.0,1.0,2,1
1,0,0,0,0,3676.0,4301.0,172.0,360.0,1.0,0,1
1,1,1,0,0,3400.0,2500.0,173.0,360.0,1.0,1,1
1,1,2,1,0,3987.0,1411.0,157.0,360.0,1.0,0,1
1,1,0,0,0,3232.0,1950.0,108.0,360.0,1.0,0,1
0,0,0,0,0,2900.0,0.0,71.0,360.0,1.0,0,1
1,1,2,0,0,7583.0,0.0,187.0,360.0,1.0,2,1
0,0,0,0,1,4583.0,0.0,133.0,360.0,0.0,1,0
0,0,0,0,0,3407.6353003785594,0.0,108.57386733966081,360.0,1.0,0,0
0,0,0,0,0,3418.0,0.0,132.5681305201127,360.0,1.0,0,0
0,0,0,0,0,2557.802638441179,0.0,77.15443225335402,360.0,0.5691135493291962,2,0
1,0,1,1,0,2832.526238616835,1595.7369493873555,176.04505577925264,360.0,0.7917172504366063,1,0
1,1,2,0,0,6397.0501365405535,389.12449823679674,164.39760643476149,360.0,1.0,0,0
1,0,0,0,0,5014.036540789293,0.0,125.8429630035314,360.0,0.0,0,0
0,1,0,0,0,2159.8777132361447,3241.4519673123737,176.7280093393218,360.0,0.0,1,0
0,0,0,0,0,2215.666855577313,2199.843222246025,161.5136422799061,360.0,0.0,1,0
0,0,0,0,0,10000.0,858.2034809053882,191.0589697859407,360.0,1.0,0,0
1,1,3,0,0,3037.598380865755,2503.9824353751014,157.84630953213895,360.0,0.0,0,0
0,0,0,0,0,3023.046536259414,0.0,84.82491649528478,360.0,0.0,1,0
1,0,0,0,0,3630.4086579812783,4322.696103798275,159.875324671633,360.0,0.32813852798470866,0,0
1,1,0,0,0,2705.5905232305727,1914.3879312266495,132.93965613324696,360.0,0.0,0,0
1,0,0,0,0,4321.494237132503,2449.9726997439734,111.97241649157084,360.0,0.9589079897589409,2,0
0,0,0,0,0,7344.09854913004,0.0,184.14810742293275,360.0,1.0,0,0
1,1,0,0,0,4272.748109045419,2782.2050053670946,142.83186872375342,360.0,1.0,2,0
0,0,0,0,0,8331.995511870484,1666.6065470865926,155.24708504185656,360.0,0.3934529134074485,1,0
0,0,1,0,0,5163.91014362499,0.0,97.09923482950036,360.0,0.6556405744999604,1,0
0,1,0,0,0,2130.29748249462,3193.7764039875665,168.9950841640764,360.0,0.13853716670651706,1,0
0,0,0,0,0,3844.5248465712584,0.0,63.5151788828365,360.0,1.0,1,0
1,0,0,0,0,6168.972042288738,0.0,116.60308675373368,360.0,0.0,0,0
0,0,1,0,0,4463.016647600138,0.0,129.06611959344713,360.0,0.0,1,0
1,1,2,0,0,4937.340559711032,0.0,127.54710287778342,360.0,0.5471028777834177,0,0
1,1,2,0,0,3355.7152367692697,1629.6776787348429,146.15849767862292,360.0,0.0,0,0
0,0,0,0,0,4598.98245742406,0.0,133.4843168916382,360.0,0.48431689163818925,1,0
0,0,0,0,0,3001.4661631099975,0.0,86.72577837891215,360.0,0.0,1,0
1,1,2,0,1,6401.01317086115,927.9473165553994,182.67683899332397,360.0,0.9279473165553994,0,0
0,0,1,0,0,2246.6819315755374,0.0,109.64018910529735,360.0,0.7600135075212391,0,0
1,1,0,0,0,3355.53188719807,2216.636046486055,136.52026534467865,360.0,1.0,0,0
1,1,1,0,0,2255.7951746055787,0.0,90.73573756826109,360.0,0.5799195767596432,0,0
0,0,0,0,0,2046.910817836628,0.0,85.58376386741033,360.0,0.353058845594465,0,0
1,1,0,0,0,3708.141416708464,2574.5938164681293,172.6543147126437,360.0,1.0,1,0
1,0,1,0,0,3488.6913746029195,1262.9260765494525,118.21810423284673,360.0,0.3493534202554742,0,0
0,0,0,0,0,9002.138270250745,668.1382702507459,186.06781966764615,360.0,1.0,0,0
1,0,0,1,0,6200.095850617759,0.0,144.2654391457538,360.0,0.8674654218146614,0,0
1,1,0,0,0,3671.859997155046,2560.9037006613576,167.13311642127374,360.0,0.8826623284254745,1,0
0,0,0,0,0,3195.4891064765193,0.0,92.90602201679171,360.0,0.22127294966456268,1,0
0,0,0,0,0,1974.4635062156242,0.0,74.91322959765007,360.0,0.6338623790092086,0,0
0,0,1,0,0,3517.129976323358,0.0,83.04796159965737,360.0,0.203197439977158,0,0
1,1,0,0,0,3144.895534111458,2003.4393587546178,108.3585309987207,360.0,0.0,1,0
1,1,0,1,0,3800.8186784305067,4682.695794927703,145.2981977028722,360.0,0.47870016408055827,0,0
1,1,1,0,0,3830.8499277634805,3810.0263082137744,206.3748225377941,360.0,0.12339971105392167,1,0
0,0,0,0,0,4355.256921367797,2416.915114705317,114.7693402930993,360.0,1.0,1,0
0,0,0,0,0,4583.0,0.0,110.42856935023997,360.0,0.46064144183183753,0,0
0,0,0,0,0,4596.971207309571,0.0,93.16924232188276,360.0,1.0,0,0
1,0,0,0,0,7739.294094362065,0.0,136.23552824623638,360.0,1.0,0,0
0,0,0,0,0,4081.435047058808,0.0,101.7605405700398,360.0,0.2906012128563308,1,0
1,1,2,0,0,4591.476312849891,0.0,117.32389273792602,360.0,1.0,2,0
1,1,1,0,0,6631.2694041865225,1190.9984920327688,164.9506988208048,360.0,0.7136454392312312,0,0
1,1,0,1,0,3038.583860234083,3185.7420201226573,128.27152403176527,360.0,0.0,1,0
0,0,0,0,0,7480.548917072426,0.0,177.74702038119472,360.0,0.8194113375688303,0,0
1,0,0,0,0,3921.803185652893,2480.380128845323,163.70420931943943,360.0,0.38028062129596274,2,0
1,1,1,0,0,4997.166038201091,0.0,73.52983778525167,360.0,0.025079307954945507,0,0
0,0,0,0,0,2720.1462988212716,0.0,80.63396155884377,360.0,0.0,1,0
0,1,0,0,0,2497.90589643433,3379.7981793874374,137.20052017501789,360.0,0.0,1,0
1,0,0,0,0,4268.10401042623,422.18287457137984,91.6902016028734,360.0,0.5736180361024182,1,0
1,0,1,0,0,5207.9860671618135,0.0,104.00331734242528,360.0,0.6665560885858243,1,0
0,1,0,0,0,4583.0,0.0,89.51878172194124,360.0,1.0,0,0
1,0,0,1,0,7624.121690633435,0.0,105.75551360814998,360.0,0.10971960050937346,1,0
1,0,0,0,0,5154.554578727265,0.0,116.72510030303215,360.0,0.24249665656559505,0,0
1,0,0,1,0,6043.520426296505,0.0,120.54840138810576,360.0,0.1232978086245724,0,0
0,0,0,0,0,10000.0,114.24430586295989,214.7543141443533,360.0,1.0,0,0
1,0,1,1,0,2710.802336457846,1563.4663513065323,181.89048950642118,360.0,1.0,0,0
1,1,1,0,0,4387.753680758475,160.95162431719496,118.25262911319592,360.0,0.2186842721701019,1,0
1,1,0,0,0,9927.523966987945,0.0,155.2175151050782,360.0,1.0,0,0
0,0,0,0,0,4978.971642043004,0.0,112.17601074487092,360.0,0.0,0,0
0,0,1,0,0,4388.139579653044,0.0,125.95349232232742,360.0,0.06976717851150493,1,0
1,1,1,0,0,3897.7564121672767,1489.8350250024173,128.2328842948408,360.0,1.0,0,0
1,1,0,1,0,4322.631613788457,838.9837502139644,93.23244597836671,360.0,1.0,0,0
1,0,0,0,0,3590.5879588123616,3682.5713541620707,159.14586348676954,360.0,0.29774431194873074,0,0
1,1,1,0,0,3325.353112472959,1714.9557138249388,148.51328585251835,360.0,0.0,0,0
1,1,0,0,0,6131.70499755688,0.0,157.35375341670564,360.0,1.0,1,0
0,0,0,0,0,3495.110572968546,0.0,85.5486542919108,360.0,0.1618415981679796,1,0
0,0,1,0,0,5000.0,0.0,74.31797941152274,360.0,0.0,1,0
1,1,1,0,0,3657.9327434324805,3410.235072454938,183.17579631652976,360.0,0.0,0,0
0,0,0,0,0,10000.0,1106.4596039654434,221.3055556084153,360.0,1.0,0,0
1,1,0,0,0,3965.1411516883068,1712.3898057081071,147.63959113584866,360.0,0.06802044320756717,0,0
1,1,0,0,0,3446.57458024851,2286.9357313207606,143.95273113872332,360.0,1.0,0,0
1,1,0,0,0,1968.588589437455,1374.1163217160267,112.53109527342396,360.0,0.17165883936197202,1,0
1,1,0,0,0,3341.813456824682,1333.933537455932,83.92069299904668,360.0,0.5618076818326262,0,0
1,1,3,0,0,3285.853989586256,2501.2543517627882,133.97557792439846,360.0,0.0,0,0
1,1,0,1,0,4328.832632964317,809.0982827969731,91.4238153854076,360.0,1.0,0,0
1,0,0,0,0,6079.071268900906,0.0,118.30330861920143,360.0,0.0943802462628981,0,0
0,1,1,0,0,4570.396809822636,0.0,95.86182604928378,360.0,1.0,1,0
1,0,1,0,0,6189.295777874416,0.0,128.98989536178547,360.0,0.39971129605101374,0,0
1,0,1,0,0,6588.075852014817,0.0,119.5689379272631,360.0,0.0,0,0
1,0,0,0,0,2972.383403411252,111.92136816527199,83.40621250067913,360.0,0.20880852269640293,0,0
1,0,0,0,0,5904.262326970155,2508.4960297140105,175.09601998811323,360.0,1.0,0,0
1,0,0,1,0,2139.5971801491546,0.0,120.0449803484407,360.0,1.0,1,0
0,0,0,0,0,1986.2987818969666,3018.78248788208,142.8213582479928,360.0,0.5496662773751125,0,0
0,0,0,0,0,2526.7252358994906,0.0,122.25239425125265,360.0,1.0,2,0
0,0,1,0,0,4957.928303953603,0.0,118.24336813275261,360.0,0.6097347253101044,1,0
0,0,0,0,0,2431.855532601704,2140.2611170889045,149.42362982094815,360.0,0.0,2,0
0,0,0,0,0,5424.337846752972,0.0,108.82335348854662,360.0,0.0,0,0
0,0,0,0,0,5000.0,0.0,90.49058460942354,360.0,0.0,1,0
1,1,1,0,0,2819.729586919661,1903.6572764125424,143.37707143152542,360.0,0.0,0,0
1,1,0,0,0,4097.632052899765,3454.7476777603956,195.36021985200082,360.0,0.8849024459592003,1,0
1,0,0,0,0,2902.4483301430914,0.0,93.83114964530404,360.0,0.0,1,0
1,0,0,0,0,2423.6555937657986,0.0,74.20483133872419,360.0,0.9469887559149464,2,0
0,0,1,0,0,4572.0845875939185,0.0,111.81125827054736,360.0,0.6420830827106861,1,0
0,1,2,0,0,2268.799518577498,1282.0306137169564,126.81355555289483,360.0,0.04317989411654355,0,0
1,1,1,0,0,2764.187074486729,1863.2266755758621,150.39963563470218,360.0,0.16294946795193266,0,0
1,1,3,0,0,3379.519573067682,2500.225059636619,124.9692718204152,360.0,0.0,0,0
0,0,2,0,0,5212.519458263064,0.0,95.3492995025297,360.0,0.8500778330522549,1,0
0,0,0,0,0,2800.597790248881,0.0,82.4149150636369,360.0,0.0,1,0
1,0,0,0,0,4632.893171200582,2136.4146561469397,124.69217265247809,360.0,1.0,1,0
1,1,0,0,0,1960.5395896027278,0.0,60.763813520226606,360.0,0.7638135202266045,0,0
1,1,0,0,0,3746.1239286913387,1392.9208655814407,78.18785283382616,360.0,1.0,0,0
1,1,1,0,0,3842.4466133923884,3049.0496577866825,164.96955605705884,360.0,1.0,1,0
1,0,2,0,0,4754.567225684279,0.0,95.07556376941157,360.0,0.006869433582870066,0,0
1,0,0,0,0,2638.3557028274226,4649.041327304816,104.07743643739789,360.0,0.5637948654423777,0,0
0,0,1,0,0,4736.836625596076,0.0,87.05352369828331,360.0,0.5676054501226202,1,0
0,0,0,1,0,2861.5549221597803,385.14435673930006,69.94025933889888,360.0,0.7185529043643658,0,0
0,0,0,0,0,2494.5149445890147,0.0,105.83199857273725,360.0,1.0,1,0
0,0,0,0,0,2529.5042647920513,1894.0810235500924,111.77025588752308,360.0,0.0,1,0
1,1,0,0,0,3262.2473641447764,3284.155413877438,155.4177410239052,360.0,0.0,2,0
1,0,0,0,0,3579.960860792052,1314.2115828730064,86.24133450241247,360.0,1.0,0,0
1,0,2,0,0,3556.74292633316,0.0,87.12897048767813,360.0,0.0,0,0
1,1,3,1,0,4812.774343533595,0.0,105.83268941254912,360.0,0.3282633155317912,1,0
0,0,0,0,0,2184.0084328546604,0.0,103.50432209765904,360.0,0.3217372926899319,0,0
1,1,0,1,0,1776.281723533924,3105.777820466429,112.40586256315306,360.0,0.0,1,0
1,1,1,0,0,3163.234616139304,1407.1748403980105,129.57690784079605,360.0,0.0,0,0
1,0,0,0,0,1676.491437044826,3930.163127635406,196.4118848225538,360.0,0.03423966550333002,0,0
1,0,0,1,0,7415.60154426142,0.0,115.95833422574093,360.0,0.747395889108808,0,0
0,0,1,0,0,3874.33882436123,0.0,66.58676522576862,360.0,1.0,1,0
1,0,0,0,0,6515.136514300694,0.0,107.50378432041556,360.0,0.0,0,0
1,1,0,0,0,4894.188436891438,0.0,132.25636859743744,360.0,0.8760614329062418,0,0
0,1,1,0,0,4604.656920106975,0.0,126.4379467379832,360.0,1.0,1,0
1,1,1,0,0,4142.119896239,1499.5939342840593,133.5936590286508,360.0,0.7703170485674609,0,0
1,0,2,0,0,4753.162962079382,0.0,95.3207526528064,360.0,0.029159332073309452,0,0
1,0,0,1,0,6044.396644545124,0.0,117.26258295578408,360.0,0.050279621239646244,0,0
0,0,0,0,0,3471.0493626948223,0.0,100.97921305440732,360.0,0.4233764924475817,1,0
0,0,1,0,0,3537.4325350930803,0.0,78.96567946952219,360.0,0.0,0,0
1,0,0,0,0,4049.1397683453765,0.0,85.55097188558993,360.0,0.40158155207774426,1,0
1,1,2,0,1,6562.749619809347,281.0015207626134,143.8600912457568,360.0,0.2810015207626134,0,0
1,1,1,0,0,3133.277182936622,1779.9438102846016,129.01685691461952,360.0,0.0,0,0
1,1,0,0,0,2490.409208440199,2343.6975509334607,179.56114812006086,360.0,0.0,1,0
1,1,2,1,0,2402.4396496478253,1346.7809576422426,138.2695360446616,360.0,0.2764486675971165,0,0
1,0,0,0,0,1828.0034096299496,2884.3335753732968,104.09569060809324,360.0,0.5283662194330114,0,0
1,0,1,0,0,3667.098741730228,0.0,98.1489690090599,360.0,0.27560537188232814,0,0
0,0,0,0,0,3179.8868048480763,0.0,71.02612195813629,360.0,0.008707319378760903,2,0
1,1,0,0,0,1974.692594785392,2926.653115172577,109.32641072760671,360.0,0.8163205363803359,2,0
1,0,0,0,0,6892.653181814378,0.0,125.59424269927288,360.0,1.0,1,0
0,0,0,0,0,4294.752876125439,0.0,134.20098610015035,360.0,0.07495891249373532,1,0
1,0,0,0,0,1966.2312410344364,0.0,108.42718256894004,360.0,1.0,1,0
1,0,0,0,0,5065.0218494769715,0.0,99.26722720002039,360.0,0.0,0,0
0,0,0,0,0,10000.0,1460.800570878157,216.37817524698139,360.0,1.0,0,0
0,0,2,0,0,1900.2600182271433,0.0,114.96055953652532,360.0,0.0,2,0
1,0,1,0,1,4694.431613387969,0.0,107.80957275383781,360.0,1.0,0,0
1,0,1,1,0,2727.2711497536457,1557.3917890252947,184.1853241459998,360.0,1.0,0,0
0,0,0,0,0,3046.8497943029824,0.0,82.72825646035905,360.0,0.0,1,0
0,0,1,0,0,2560.8689072317866,1683.2436502187327,148.93908744531686,360.0,0.6512911223958964,0,0
1,0,2,0,0,6370.008622682729,0.0,141.07190640191735,360.0,0.720997075059917,0,0
0,0,0,0,0,3596.167147423445,0.0,79.82965099659756,360.0,0.9574127491493901,2,0
0,0,2,0,0,4953.601699012821,0.0,119.81097861854317,360.0,0.6724391447417273,1,0
1,0,0,0,0,8284.437871989696,0.0,158.9461660925644,360.0,1.0,1,0
1,0,2,0,0,6392.676087056412,0.0,146.69484330081536,360.0,0.8967138531504798,0,0
1,1,2,1,0,2607.3123857297633,1548.0168995925483,167.36388909771784,360.0,0.8825810228691217,0,0
1,1,1,0,0,4051.0175115356574,5285.04439828943,138.5526140236761,360.0,1.0,0,0
0,0,1,0,0,3423.266643624494,0.0,133.43700887438177,360.0,1.0,1,0
0,0,1,0,0,4365.6527841785455,0.0,130.0912494239309,360.0,0.0,1,0
0,0,0,0,0,4166.0,0.0,99.46542741712449,360.0,0.0,1,0
0,0,0,0,0,3169.699982391693,0.0,73.37692714037848,360.0,0.7923090467928303,2,0
1,0,0,0,0,3125.89014922534,4856.513840399383,138.9073207554864,360.0,1.0,1,0
1,0,1,0,0,4694.753884789204,0.0,105.51916297331357,360.0,0.9562875430285067,0,0
0,0,0,0,1,7221.273839134867,0.0,175.78013270053967,360.0,0.7280616820976069,0,0
1,1,0,0,0,750.2595920175714,2662.9614369946735,117.34530611713025,360.0,1.0,1,0
0,1,0,0,0,5442.3318830828875,0.0,102.46260285564705,360.0,0.23067246766844962,0,0
1,1,2,0,0,3539.7461385070255,2687.3568103012176,135.34350750219784,360.0,0.4408395536499232,0,0
1,1,0,0,0,2209.210094895793,0.0,60.034574501771864,360.0,0.034574501771867605,1,0
1,1,2,1,0,4928.205049530885,0.0,128.31760800785398,360.0,1.0,0,0
0,0,0,0,0,3407.4968730081387,0.0,106.93946442036932,360.0,1.0,0,0
0,0,0,0,0,3505.9545619429105,0.0,76.69875748258819,360.0,0.03677670960990487,1,0
0,0,0,1,0,2771.0307857539897,138.8451835743067,76.37344669768602,360.0,0.2590395215938558,1,0
0,0,0,0,0,3459.0143165951044,0.0,108.69734044444387,360.0,0.5541922109227775,0,0
1,0,0,0,0,3037.418163007491,0.0,84.07858732163962,360.0,0.2801009055971704,1,0
0,0,0,0,0,3083.647256575892,196.36908925977968,69.16819879421847,360.0,0.3663602411563054,1,0
0,0,0,0,0,2337.011520248631,0.0,49.655023672096625,360.0,0.7389268805645268,0,0
0,0,0,0,0,3466.7125626556385,0.0,99.99629678872206,360.0,0.4705156233082757,1,0
1,1,0,0,0,3227.9584516946506,2077.369225075644,106.15632662510386,360.0,0.0,1,0
0,0,0,0,0,2696.515846626091,0.0,95.65610224927259,360.0,0.19570127811590743,2,0
0,1,0,1,0,1871.4334545708593,2996.018156833726,110.3978327751377,360.0,0.0,1,0
1,0,0,0,0,2417.032186711742,0.0,73.74057383493516,360.0,0.9160382556623444,2,0
0,0,2,0,0,4947.137373560906,0.0,122.15312552141104,360.0,0.7661250208564417,1,0
1,1,0,0,0,3092.157719308724,3111.480510927665,129.7889466243414,360.0,0.1162061093475587,1,0
1,1,2,0,0,6370.208187531457,0.0,157.85110725116428,360.0,0.8845425404240546,0,0
1,0,1,1,0,2799.598852353667,1567.88361936802,183.27828489280103,360.0,0.8996758939224031,1,0
1,1,0,0,0,7265.734545466303,1603.0256407504228,109.76973835902972,360.0,0.0,2,0
